Paragraph:,Quote:,Scare_Quote:
"Hij stelt dat de ledenadministratie te rommelig is om een goed referendum te houden. ""Ze schrijven leden uit die kritisch zijn. Dan krijg je natuurlijk Noord-Koreaanse uitslagen bij zo'n referendum"", zegt hij tegen de omroep. Een datum voor een rechtszaak is er nog niet. ""Het was al te laat om het referendum tegen te houden. Dat is op stel en sprong opgezet. Dit alles om er een 'Forum van Baudet' van te maken.""",'Forum van Baudet',1.0
"Het Nederlands-Britse Shell is als investeerder nog wel betrokken bij de aanleg van de gaspijpleiding. Shell loopt niet vooruit op eventuele sancties en liet eerder weten dat Europa zowel Russisch gas als Amerikaans LNG nodig zal hebben. ""De Europese consument zal profiteren van een gezonde concurrentie tussen 'pijplijngas' en LNG"", zegt Shell.",'pijplijngas',0.0
"De mensen houden ook van 'Mo', zoals hij liefkozend wordt genoemd. ""Hij is uitgegroeid tot hét gezicht van het Rensenpark"", zegt Joop Reilman, een vriend van de toezichthouder. ""Hij is sociaal, vrolijk en enthousiast en iedereen is blij met hem. Hij brengt de menselijke maat terug in het park.""",'Mo',0.0
"Waldemar Post werd de 'laatste echte illustrator' genoemd. ""Dat heb ik zelf niet verzonnen, maar het is wel een beetje zo"", erkende hij in een interview. ""Het is een uitstervend ras.""",'laatste echte illustrator',0.0
"Die draagt de Latijnse naam Spes et Salus, wat 'hoop en redding' betekent. Volgens Marx heeft de stichting compensatie voor de slachtoffers niet als doelstelling, maar ""heling en verzoening"".",'hoop en redding',0.0
"Vanavond wordt er waarschijnlijk geen 'Hoor Wie Klopt Daar, Kinderen' gezongen tijdens Pakjesavond, maar 'Hoor Wie Videobelt Daar, Kinderen'. De avond wordt dit jaar anders gevierd, omdat er door corona maar 3 mensen op bezoek mogen komen en 1,5 meter afstand moet worden gehouden. Dat levert creatieve alternatieven op.","'Hoor Wie Klopt Daar, Kinderen'",0.0
"Vanavond wordt er waarschijnlijk geen 'Hoor Wie Klopt Daar, Kinderen' gezongen tijdens Pakjesavond, maar 'Hoor Wie Videobelt Daar, Kinderen'. De avond wordt dit jaar anders gevierd, omdat er door corona maar 3 mensen op bezoek mogen komen en 1,5 meter afstand moet worden gehouden. Dat levert creatieve alternatieven op.","'Hoor Wie Videobelt Daar, Kinderen'",0.0
"Voor Jannes Rutterkamp gaat het feest dit jaar niet door. ""Better safe than sorry"", schrijft hij. En Erica Haffez-Schulz viert juist dit jaar wél Sinterklaas, terwijl ze dit normaal nooit doet. ""Dit jaar, om corona te compenseren, doen we wel cadeautjes met Sinterklaas en hebben we lekker iets te eten besteld bij een lokale restaurateur. We 'vieren' het met zijn tweetjes. Mooi weer erbij en corona even vergeten.""",'vieren',1.0
"""Een overwinning"", reageert de Belgische Portugees Ricardo Mendes (40), die binnen de sekte Ogyen Kunzang Chöling (OKC) werd geboren en met twintig andere 'sektekinderen' de juridische strijd aanging. ""We zijn kleine vechters tegenover een machtige reus. Hij is nu een veroordeelde misdadiger en pedofiel.""",'sektekinderen',0.0
"Spatz, die zich 'Lama Kunzang' liet noemen, richtte OKC in 1972 op en had centra in België, Frankrijk, Spanje en Portugal. In Brussel had hij biologische winkels en restaurants, waar volgelingen werkten zonder daar behoorlijk voor betaald te krijgen. Mendes schat dat er door de jaren heen 200 tot 300 mensen lid zijn geweest, van wie nog enkele tientallen volgelingen over zijn.",'Lama Kunzang',0.0
"De moeder van Ricardo Mendes werd in 1985 naar een van Spatz' winkels gestuurd. Daarom moest ze hem op zijn vijfde achterlaten op het 'Château de Soleils' in Zuid-Frankrijk. ""Een utopie werd een nachtmerrie"", vertelt Mendes. ""Tot mijn 13e zag ik mijn moeder een, twee keer per jaar. Mijn vader was afwezig. We werden opgevoed met het idee dat Spatz onze vader was.""",' winkels gestuurd. Daarom moest ze hem op zijn vijfde achterlaten op het ',2.0
"De moeder van Ricardo Mendes werd in 1985 naar een van Spatz' winkels gestuurd. Daarom moest ze hem op zijn vijfde achterlaten op het 'Château de Soleils' in Zuid-Frankrijk. ""Een utopie werd een nachtmerrie"", vertelt Mendes. ""Tot mijn 13e zag ik mijn moeder een, twee keer per jaar. Mijn vader was afwezig. We werden opgevoed met het idee dat Spatz onze vader was.""",',2.0
"Burgerinitiatief 'Families van buiten de EU, wij missen jullie!' vindt dat oneerlijk. Omdat het inreisverbod voor onbepaalde tijd geldt, is het volgens de groep ook een inbreuk op het recht op familieleven in het Europese Verdrag voor de Rechten van de Mens. Als protestactie heeft de groep 328 kindertekeningen overhandigd aan het ministerie van Justitie en Veiligheid.","'Families van buiten de EU, wij missen jullie!'",0.0
"""Voorheen kwamen mijn ouders en vrienden uit Moskou om te helpen. Maar nu sta ik er helemaal alleen voor. Nederland is nog steeds een beetje 'buitenland' voor mij, omdat ik er nog maar vier jaar woon. Ik heb mijn handen vol aan mijn twee zoontjes en kan alleen werken als ze op school zijn.""",'buitenland',1.0
"""De moeilijkste knopen moeten worden doorgehakt door de regeringsleiders"", zegt correspondent Thomas Spekschoor in het NOS Radio 1 Journaal. Hij verwacht niet dat het gesprek tussen Johnson en Von der Leyen voor een doorbraak zal zorgen. ""Daar wordt weinig van verwacht. Ze hebben al eerder met elkaar gesproken en komen dan over het algemeen met vrij obligate statements als 'we hebben een goed gesprek gehad' en 'we kijken hoe we hier verder uitkomen'.""",'we hebben een goed gesprek gehad',0.0
"""De moeilijkste knopen moeten worden doorgehakt door de regeringsleiders"", zegt correspondent Thomas Spekschoor in het NOS Radio 1 Journaal. Hij verwacht niet dat het gesprek tussen Johnson en Von der Leyen voor een doorbraak zal zorgen. ""Daar wordt weinig van verwacht. Ze hebben al eerder met elkaar gesproken en komen dan over het algemeen met vrij obligate statements als 'we hebben een goed gesprek gehad' en 'we kijken hoe we hier verder uitkomen'.""",'we kijken hoe we hier verder uitkomen',0.0
Een van de taken van Baudet als herkozen 'partijleider' van Forum voor Democratie is een nieuwe kandidatenlijst voor de komende verkiezingen samenstellen. In meer opzichten zal hij de komende tijd weer helemaal opnieuw moeten beginnen.,'partijleider',1.0
"Advocaat Nicholas O'Donnell, die de nabestaanden bijstaat, vindt die redenering onzin: ""Het staat buiten kijf dat nazi-Duitsland het internationale recht schond door eigendom te roven. Het naziregime nam Duitse Joden bescherming via de wet af vanaf het moment dat Hitler aan de macht kwam en verklaarde expliciet dat Joden niet 'Duits' waren.""",'Duits',1.0
"In Brussel zijn vandaag de onderhandelingen over de Brexit hervat, die mogelijk wel eens de laatste in een lange reeks gesprekken kunnen zijn. De onderhandelingen over de uittreding van het Verenigd Koninkrijk uit de Europese Unie waren vrijdag 'on hold' gezet, maar beide partijen doen de komende dagen toch een ultieme poging om tot een akkoord te komen. De Britse hoofdonderhandelaar Lord Frost arriveerde vandaag in Brussel.",'on hold',0.0
"Bij de demonstratie zijn actiegroepen zoals Extinction Rebellion en Vrienden van Amelisweerd betrokken. Ook politieke partijen als GroenLinks, PvdA, Partij voor de Dieren en D66 sloten zich bij het protest aan. Een van de leuzen die de demonstranten hanteren is 'Amelisweerd niet geasfalteerd'.",'Amelisweerd niet geasfalteerd',0.0
"In Oost-Tirol in Oostenrijk geldt code 5 voor lawinegevaar. Dat is het hoogste waarschuwingsniveau. Ook in het noorden van deelstaat Tirol is een waarschuwing voor noodweer afgegeven. Hevige sneeuwval in combinatie met harde wind kan voor 'extreem grote lawines' zorgen, waarschuwt de meteorologische dienst.",'extreem grote lawines',1.0
"In de SP is de afgelopen weken een conflict met de jongerenafdeling Rood hoog opgelopen. Het SP-bestuur zette onlangs een aantal jongeren uit de partij, omdat die ook lid zijn van het Communistisch Platform. De SP vindt die betrokkenheid niet te verenigen met het lidmaatschap van de 'moederpartij'.",'moederpartij',0.0
"Socialemediabedrijven zouden zelf meer moeten waarschuwen tegen desinformatie. Dat zei minister Ollongren in WNL op Zondag. Als er advertenties of filmpjes verschijnen waarin iets wordt gesteld wat echt niet waar is, zouden ook in Nederland de bedrijven een 'waarschuwing' kunnen plaatsen op de manier waarop dat in de Verenigde Staten is gedaan met beweringen over stembusfraude rond de presidentsverkiezingen.",'waarschuwing',1.0
"Ollongren benadrukte dat er geen 'ministerie van waarheid' komt. Volgens haar hebben journalisten en wetenschappers hier een belangrijke taak, maar hebben ook socialemediaplatforms zelf een verantwoordelijkheid.",'ministerie van waarheid',0.0
"Door via de schikking alsnog belasting te betalen, zou Juan Carlos andere onderzoeken naar zwart geld willen sussen. Die gaan onder meer over een 'gift' van tientallen miljoenen euro's door het koningshuis van Saudi-Arabië en een vermeend offshore-fonds in Jersey, zegt correspondent Rop Zoutberg. Dit eiland is een belastingparadijs tussen Engeland en Frankrijk.",'gift',1.0
"Toch geen rechtszaak over referendum Forum voor Democratie, 'het heeft geen zin': Volgens drie initiatiefnemers was onder meer de ledenadministratie niet op orde en was er geen onafhankelijk toezicht van een notaris. Maar nu zeggen ze dat de partij door het referendum van afgelopen donderdag een ""lege huls"" is geworden, en dat een rechtszaak daarom geen zin heeft.",',2.0
"Aanstaande woensdag zou hét moment voor Binnenhof-betrokkenen op de agenda staan; de Tweede Kamer zou een go/no go geven voor de verhuizing naar 'B67', een opgeknapt kantoor vlak bij het Centraal Station.",'B67',0.0
"Veelgehoorde vragen: valt er in 'B67' wel coronaproof te werken? Zijn de voorbereidingen op orde? Of wordt de verbouwing net zo'n drama als het Amsterdamse Rijksmuseum, met jarenlange vertraging en een kostenoverschrijding van miljoenen? En komt dat uiteindelijk niet voor rekening van het parlement?",'B67',0.0
"Verantwoordelijk staatssecretaris Raymond Knops van Binnenlandse Zaken wil het plan doorzetten. Het Rijksvastgoedbedrijf heeft van 'B67' een soort kopie van het huidige parlement proberen te maken en dat kostte al 161 miljoen euro. ""We moeten nu echt een besluit nemen. Dit gaat gruwelijk veel geld kosten"", benadrukt hij. ""Verkassen en verhuisdozen inpakken is niet leuk.""",'B67',0.0
"Een ander gevaar is dat het in verval geraakte Binnenhof ook in brand vliegt, waarschuwen experts. Knops spreekt over een 'spaghetti' van oude, versleten kabels en snoeren. De voorstanders maken regelmatig de vergelijking met de Parijse kathedraal Notre-Dame, die in 2019 tijdens restauratiewerkzaamheden door brand grotendeels werd verwoest. Tot ergernis in de Kamer. ""Ik heb deze doembeelden niet nodig om te begrijpen hoe groot dit probleem is"", vindt PvdA-Kamerlid Ploumen.",'spaghetti',0.0
Ook geldt er een samenscholingsverbod voor meer dan vier mensen en is er veel politie op de been. Een groep 'betrokken Urkers' ging afgelopen avond de straat op om te praten met de jongeren.,'betrokken Urkers',0.0
"Het merendeel van de middelbare scholen zag zo'n verlenging al niet zitten, zegt de koepel van middelbare scholen, de VO-Raad. Toch zijn er ook scholen die wel degelijk de toegevoegde waarde zagen. Drie schooldirecteuren over de 'kerstvakantiekwestie'.",'kerstvakantiekwestie',0.0
"""Een verstandig besluit"", zegt Loes Corbeij van het Huygens Lyceum in Eindhoven. De rector vond het geen gek idee dat je met een extra week de verspreiding van de 'feestdagen-besmettingen' kan voorkomen. Maar zij ziet liever dat de school hier zelfstandig een beslissing over neemt.",'feestdagen-besmettingen',0.0
"Bij het Metzo College in Doetinchem hadden ze juist gehoopt op een digitale lesweek, aansluitend aan de kerstvakantie. ""Onze veiligheidsregio valt nog steeds onder het risiconiveau 'zeer ernstig', vertelt directeur Hans Baan. ""Een week dichtgaan om de besmettingsgraad omlaag te krijgen, leek ons een goed idee. Dan konden de leerlingen na die week weer volop aan de slag, als een soort frisse start.""",'zeer ernstig',0.0
"Na vijf jaar kent de 'lijst der lijsten' weer een nieuwe nummer 1. Roller Coaster van de Nederlandse zanger Danny Vera heeft de koppositie overgenomen van Bohemian Rhapsody van Queen, zo werd vandaag bekend bij de onthulling van de top-10. Op 17 december wordt de hele lijst bekendgemaakt. Hij wordt uitgezonden van 25 tot en met 31 december.",'lijst der lijsten',0.0
"Maar de kerstvakantie is meer dan de herfstvakantie een sociale tijd met veel familiebezoeken, denkt het kabinet. Zeker nu het aantal mensen dat tegelijk Kerst kan vieren beperkt wordt, voelen bewindslieden weinig voor een extra week waarin de familiebezoeken 'uitgesmeerd' zouden kunnen worden.",'uitgesmeerd',0.0
"Bekende nummers zijn Blowin' In The Wind, The Times They Are a-Changin en Knockin' On Heaven's Door. Universal noemt het ""zowel een voorrecht als een verantwoordelijkheid"".","' In The Wind, The Times They Are a-Changin en Knockin'",2.0
"Er zitten uiteraard voorwaarden aan operatie 'il Cashback'. De eerste is dat burgers die geld terug willen krijgen elektronisch betalen, de tweede dat ze gebruikmaken van een speciale app.",'il Cashback',0.0
"De link is dan snel gelegd, zegt Schilling. ""Want in de film en in Utah gaat het om een glimmend 'buitenaards' iets dat in een ongerept landschap staat. Iedereen die de film kent en de foto's van Utah ziet, legt meteen de link tussen de twee.""",'buitenaards',1.0
"Zo is er een snoepwinkel in de VS die beweert een metalen zuil voor zijn deur te hebben ontdekt, hebben meerdere casino's in Las Vegas er een 'gevonden' en speelt ook de McDonalds erop in:",'gevonden',1.0
"En die kunst in de openbare ruimte lijkt de meest voor de hand liggende verklaring. De kunstenaarsgroep The Most Famous Artist claimt op Instagram achter het 'kunstwerk' te zitten. Ook verkopen ze de zuilen in hun webshop, voor maar liefst 45.000 dollar per stuk.",'kunstwerk',1.0
"Hoe dan ook, of het nou kunst, marketing of een eerbetoon is, het lijkt een stunt. En nu is het wachten op het eerste bedrijf in Nederland dat zo'n zuil gebruikt voor marketingdoeleinden. Of de eerste persoon die verkleed gaat als 'monoliet' op een feestje.",'monoliet',0.0
"Klein werd thuis 'overvallen' met de titel. ""Ik ben eerlijk gezegd perplex"", reageerde hij. ""Normaal gesproken zeg je: dit is zo'n moment waar je op rekent. Maar hier had ik totaal niet op gerekend.""",'overvallen',1.0
"Volgens Van der Velde heeft de daling te maken met de aard van de coronaproblemen, waardoor werkgevers in een kramp schoten direct nadat premier Rutte de eerste 'lockdownmaatregelen' had aangekondigd. ""Deze crisis heeft ons als een dief in de nacht overvallen. Het kwam in de nacht van 12 op 13 maart opeens.""",'lockdownmaatregelen',0.0
"De cijfers geven de beleidsmakers in Den Haag weinig ruimte om te manoeuvreren, maar toch is er hoop op kleine versoepelingen. In aanloop naar de 'coronapersconferentie' van het kabinet van morgenavond willen tal van belangenorganisaties zich op de valreep nog even laten horen. En dat is vandaag te zien op het Malieveld, niet in de vorm van grote mensenmassa's maar vooral symbolisch.",'coronapersconferentie',0.0
